userID,itemID,rating,genres
624,302,4.0,Crime|Film-Noir|Mystery|Thriller
626,302,4.0,Crime|Film-Noir|Mystery|Thriller
860,302,4.0,Crime|Film-Noir|Mystery|Thriller
556,302,4.0,Crime|Film-Noir|Mystery|Thriller
454,302,4.0,Crime|Film-Noir|Mystery|Thriller
724,302,3.0,Crime|Film-Noir|Mystery|Thriller
851,302,5.0,Crime|Film-Noir|Mystery|Thriller
560,302,5.0,Crime|Film-Noir|Mystery|Thriller
48,302,4.0,Crime|Film-Noir|Mystery|Thriller
654,302,5.0,Crime|Film-Noir|Mystery|Thriller
668,302,5.0,Crime|Film-Noir|Mystery|Thriller
564,302,3.0,Crime|Film-Noir|Mystery|Thriller
115,302,4.0,Crime|Film-Noir|Mystery|Thriller
278,302,3.0,Crime|Film-Noir|Mystery|Thriller
791,302,4.0,Crime|Film-Noir|Mystery|Thriller
688,302,5.0,Crime|Film-Noir|Mystery|Thriller
587,302,3.0,Crime|Film-Noir|Mystery|Thriller
883,302,5.0,Crime|Film-Noir|Mystery|Thriller
863,302,4.0,Crime|Film-Noir|Mystery|Thriller
770,302,2.0,Crime|Film-Noir|Mystery|Thriller
880,302,5.0,Crime|Film-Noir|Mystery|Thriller
806,302,4.0,Crime|Film-Noir|Mystery|Thriller
160,302,5.0,Crime|Film-Noir|Mystery|Thriller
846,302,5.0,Crime|Film-Noir|Mystery|Thriller
926,302,4.0,Crime|Film-Noir|Mystery|Thriller
617,302,4.0,Crime|Film-Noir|Mystery|Thriller
940,302,4.0,Crime|Film-Noir|Mystery|Thriller
695,302,4.0,Crime|Film-Noir|Mystery|Thriller
745,302,4.0,Crime|Film-Noir|Mystery|Thriller
877,302,2.0,Crime|Film-Noir|Mystery|Thriller
784,302,5.0,Crime|Film-Noir|Mystery|Thriller
40,302,3.0,Crime|Film-Noir|Mystery|Thriller
651,302,5.0,Crime|Film-Noir|Mystery|Thriller
841,302,5.0,Crime|Film-Noir|Mystery|Thriller
842,302,5.0,Crime|Film-Noir|Mystery|Thriller
393,302,4.0,Crime|Film-Noir|Mystery|Thriller
39,302,5.0,Crime|Film-Noir|Mystery|Thriller
380,302,5.0,Crime|Film-Noir|Mystery|Thriller
836,302,5.0,Crime|Film-Noir|Mystery|Thriller
781,302,5.0,Crime|Film-Noir|Mystery|Thriller
875,302,5.0,Crime|Film-Noir|Mystery|Thriller
820,302,5.0,Crime|Film-Noir|Mystery|Thriller
616,302,5.0,Crime|Film-Noir|Mystery|Thriller
915,302,4.0,Crime|Film-Noir|Mystery|Thriller
772,302,5.0,Crime|Film-Noir|Mystery|Thriller
2,302,5.0,Crime|Film-Noir|Mystery|Thriller
185,302,4.0,Crime|Film-Noir|Mystery|Thriller
903,302,4.0,Crime|Film-Noir|Mystery|Thriller
332,302,5.0,Crime|Film-Noir|Mystery|Thriller
611,302,5.0,Crime|Film-Noir|Mystery|Thriller
467,302,4.0,Crime|Film-Noir|Mystery|Thriller
544,302,5.0,Crime|Film-Noir|Mystery|Thriller
486,302,5.0,Crime|Film-Noir|Mystery|Thriller
812,302,3.0,Crime|Film-Noir|Mystery|Thriller
551,302,3.0,Crime|Film-Noir|Mystery|Thriller
919,302,4.0,Crime|Film-Noir|Mystery|Thriller
475,302,3.0,Crime|Film-Noir|Mystery|Thriller
931,302,4.0,Crime|Film-Noir|Mystery|Thriller
710,302,4.0,Crime|Film-Noir|Mystery|Thriller
147,302,4.0,Crime|Film-Noir|Mystery|Thriller
673,302,3.0,Crime|Film-Noir|Mystery|Thriller
874,302,5.0,Crime|Film-Noir|Mystery|Thriller
635,302,4.0,Crime|Film-Noir|Mystery|Thriller
344,302,5.0,Crime|Film-Noir|Mystery|Thriller
417,302,3.0,Crime|Film-Noir|Mystery|Thriller
898,302,4.0,Crime|Film-Noir|Mystery|Thriller
22,377,1.0,Children's|Comedy
5,377,1.0,Children's|Comedy
314,377,3.0,Children's|Comedy
13,377,1.0,Children's|Comedy
222,377,1.0,Children's|Comedy
393,377,3.0,Children's|Comedy
405,377,1.0,Children's|Comedy
468,377,2.0,Children's|Comedy
846,377,2.0,Children's|Comedy
642,377,3.0,Children's|Comedy
798,377,3.0,Children's|Comedy
705,377,4.0,Children's|Comedy
648,377,3.0,Children's|Comedy
244,51,2.0,Drama|Romance|War|Western
85,51,2.0,Drama|Romance|War|Western
201,51,2.0,Drama|Romance|War|Western
198,51,3.0,Drama|Romance|War|Western
330,51,5.0,Drama|Romance|War|Western
194,51,4.0,Drama|Romance|War|Western
1,51,4.0,Drama|Romance|War|Western
230,51,4.0,Drama|Romance|War|Western
236,51,5.0,Drama|Romance|War|Western
56,51,3.0,Drama|Romance|War|Western
152,51,4.0,Drama|Romance|War|Western
256,51,4.0,Drama|Romance|War|Western
16,51,4.0,Drama|Romance|War|Western
137,51,1.0,Drama|Romance|War|Western
145,51,3.0,Drama|Romance|War|Western
345,51,5.0,Drama|Romance|War|Western
224,51,4.0,Drama|Romance|War|Western
151,51,4.0,Drama|Romance|War|Western
72,51,4.0,Drama|Romance|War|Western
416,51,5.0,Drama|Romance|War|Western
11,51,4.0,Drama|Romance|War|Western
43,51,1.0,Drama|Romance|War|Western
13,51,3.0,Drama|Romance|War|Western
59,51,5.0,Drama|Romance|War|Western
454,51,2.0,Drama|Romance|War|Western
269,51,2.0,Drama|Romance|War|Western
468,51,3.0,Drama|Romance|War|Western
405,51,1.0,Drama|Romance|War|Western
561,51,3.0,Drama|Romance|War|Western
504,51,4.0,Drama|Romance|War|Western
184,51,4.0,Drama|Romance|War|Western
7,51,2.0,Drama|Romance|War|Western
301,51,4.0,Drama|Romance|War|Western
437,51,1.0,Drama|Romance|War|Western
532,51,5.0,Drama|Romance|War|Western
417,51,3.0,Drama|Romance|War|Western
655,51,2.0,Drama|Romance|War|Western
639,51,2.0,Drama|Romance|War|Western
92,51,4.0,Drama|Romance|War|Western
276,51,3.0,Drama|Romance|War|Western
484,51,4.0,Drama|Romance|War|Western
472,51,5.0,Drama|Romance|War|Western
682,51,5.0,Drama|Romance|War|Western
450,51,4.0,Drama|Romance|War|Western
393,51,4.0,Drama|Romance|War|Western
222,51,3.0,Drama|Romance|War|Western
586,51,4.0,Drama|Romance|War|Western
788,51,4.0,Drama|Romance|War|Western
627,51,5.0,Drama|Romance|War|Western
588,51,4.0,Drama|Romance|War|Western
95,51,4.0,Drama|Romance|War|Western
271,51,4.0,Drama|Romance|War|Western
690,51,3.0,Drama|Romance|War|Western
457,51,5.0,Drama|Romance|War|Western
178,51,4.0,Drama|Romance|War|Western
870,51,2.0,Drama|Romance|War|Western
593,51,3.0,Drama|Romance|War|Western
899,51,1.0,Drama|Romance|War|Western
916,51,2.0,Drama|Romance|War|Western
311,51,4.0,Drama|Romance|War|Western
642,51,5.0,Drama|Romance|War|Western
268,51,3.0,Drama|Romance|War|Western
790,51,3.0,Drama|Romance|War|Western
721,51,4.0,Drama|Romance|War|Western
943,51,1.0,Drama|Romance|War|Western
94,51,3.0,Drama|Romance|War|Western
610,51,5.0,Drama|Romance|War|Western
881,51,5.0,Drama|Romance|War|Western
293,51,3.0,Drama|Romance|War|Western
867,51,3.0,Drama|Romance|War|Western
712,51,3.0,Drama|Romance|War|Western
328,51,3.0,Drama|Romance|War|Western
922,51,4.0,Drama|Romance|War|Western
320,51,5.0,Drama|Romance|War|Western
896,51,2.0,Drama|Romance|War|Western
378,51,3.0,Drama|Romance|War|Western
551,51,5.0,Drama|Romance|War|Western
632,51,4.0,Drama|Romance|War|Western
846,51,4.0,Drama|Romance|War|Western
711,51,4.0,Drama|Romance|War|Western
878,51,4.0,Drama|Romance|War|Western
166,346,1.0,Crime|Drama
271,346,4.0,Crime|Drama
197,346,3.0,Crime|Drama
94,346,4.0,Crime|Drama
293,346,3.0,Crime|Drama
71,346,4.0,Crime|Drama
125,346,1.0,Crime|Drama
99,346,4.0,Crime|Drama
130,346,4.0,Crime|Drama
287,346,5.0,Crime|Drama
145,346,5.0,Crime|Drama
235,346,4.0,Crime|Drama
294,346,3.0,Crime|Drama
156,346,3.0,Crime|Drama
363,346,4.0,Crime|Drama
284,346,4.0,Crime|Drama
179,346,3.0,Crime|Drama
146,346,4.0,Crime|Drama
269,346,2.0,Crime|Drama
49,346,4.0,Crime|Drama
104,346,3.0,Crime|Drama
214,346,3.0,Crime|Drama
288,346,5.0,Crime|Drama
116,346,4.0,Crime|Drama
299,346,3.0,Crime|Drama
334,346,5.0,Crime|Drama
133,346,3.0,Crime|Drama
126,346,3.0,Crime|Drama
392,346,4.0,Crime|Drama
458,346,4.0,Crime|Drama
511,346,4.0,Crime|Drama
416,346,4.0,Crime|Drama
474,346,5.0,Crime|Drama
526,346,3.0,Crime|Drama
546,346,5.0,Crime|Drama
414,346,5.0,Crime|Drama
285,346,4.0,Crime|Drama
241,346,3.0,Crime|Drama
385,346,3.0,Crime|Drama
561,346,5.0,Crime|Drama
425,346,5.0,Crime|Drama
624,346,3.0,Crime|Drama
445,346,5.0,Crime|Drama
142,346,5.0,Crime|Drama
542,346,3.0,Crime|Drama
631,346,4.0,Crime|Drama
221,346,5.0,Crime|Drama
456,346,5.0,Crime|Drama
646,346,2.0,Crime|Drama
353,346,4.0,Crime|Drama
171,346,4.0,Crime|Drama
206,346,5.0,Crime|Drama
665,346,2.0,Crime|Drama
149,346,4.0,Crime|Drama
397,346,4.0,Crime|Drama
201,346,4.0,Crime|Drama
418,346,2.0,Crime|Drama
702,346,1.0,Crime|Drama
276,346,4.0,Crime|Drama
141,346,1.0,Crime|Drama
466,346,3.0,Crime|Drama
532,346,5.0,Crime|Drama
655,346,4.0,Crime|Drama
13,346,4.0,Crime|Drama
657,346,4.0,Crime|Drama
656,346,3.0,Crime|Drama
369,346,4.0,Crime|Drama
319,346,3.0,Crime|Drama
724,346,1.0,Crime|Drama
54,346,4.0,Crime|Drama
783,346,5.0,Crime|Drama
782,346,2.0,Crime|Drama
695,346,5.0,Crime|Drama
537,346,3.0,Crime|Drama
619,346,3.0,Crime|Drama
551,346,4.0,Crime|Drama
595,346,4.0,Crime|Drama
611,346,5.0,Crime|Drama
389,346,4.0,Crime|Drama
548,346,4.0,Crime|Drama
616,346,3.0,Crime|Drama
112,346,5.0,Crime|Drama
871,346,3.0,Crime|Drama
482,346,3.0,Crime|Drama
322,346,3.0,Crime|Drama
640,346,4.0,Crime|Drama
592,346,4.0,Crime|Drama
752,346,4.0,Crime|Drama
894,346,4.0,Crime|Drama
574,346,4.0,Crime|Drama
880,346,5.0,Crime|Drama
758,346,2.0,Crime|Drama
489,346,5.0,Crime|Drama
485,346,4.0,Crime|Drama
863,346,5.0,Crime|Drama
845,346,3.0,Crime|Drama
851,346,5.0,Crime|Drama
883,346,4.0,Crime|Drama
819,346,5.0,Crime|Drama
710,346,4.0,Crime|Drama
818,346,4.0,Crime|Drama
920,346,4.0,Crime|Drama
557,346,2.0,Crime|Drama
834,346,3.0,Crime|Drama
578,346,3.0,Crime|Drama
805,346,4.0,Crime|Drama
874,346,3.0,Crime|Drama
40,346,2.0,Crime|Drama
915,346,2.0,Crime|Drama
833,346,5.0,Crime|Drama
544,346,4.0,Crime|Drama
100,346,3.0,Crime|Drama
913,346,3.0,Crime|Drama
936,346,4.0,Crime|Drama
903,346,3.0,Crime|Drama
682,346,2.0,Crime|Drama
784,346,4.0,Crime|Drama
683,346,4.0,Crime|Drama
768,346,3.0,Crime|Drama
